Zero crossing,Centroid,Rolloff,MFCC,Chroma Freq,Tempo,Contrast,Tonal,Flatness,Genre
0.08304482066898686,1784.165849538755,3805.8396058403423,1.9380163809406268,0.35008812970487335,0.1522905701561464,20.526698693370026,0.001626518606774716,0.004498349502682686,blues
0.05603980870552978,1530.1766787460797,3550.5220984084976,-0.0556107959425172,0.34091356207414925,0.11788044945951888,20.676128259217815,0.014086461260321731,0.0022976724430918694,blues
0.07629120746326373,1552.8118647610042,3042.2602323810906,1.034163749120973,0.36363718498546493,0.13488490082402183,22.197516533033788,0.015279348059335694,0.0026309359818696976,blues
0.03330886262567672,1070.106614997128,2184.7457991951856,0.07134379836196643,0.40478471515267794,0.11222121578721028,21.426268151556844,0.006378115070972007,0.0009540272294543684,blues
0.10146053871809745,1835.0042655120715,3579.757626703886,-8.458840635311141,0.30852601633827786,0.1341749871053603,21.466338127703896,-0.036940762042772114,0.0032377862371504307,blues
0.09404153373936582,1831.993939606849,3481.5175917198376,-7.099053601921008,0.30245625877160953,0.11024995073969024,22.54583103280072,-0.0034777332378418836,0.003060848219320178,blues
0.07305223740815932,1459.3664716957649,2795.610963330191,-7.856248190366285,0.2913279850070233,0.10605380398300822,23.429540221028684,-0.014198339808104133,0.0009689303115010262,blues
0.061442246108855375,1451.6670658428202,2954.836759987674,-5.961264243555242,0.30795480280244225,0.1268434681919048,22.442509342348426,-0.028314794369765296,0.001436207676306367,blues
0.06402488761600927,1719.3689480431453,3782.316288428074,2.002169908255446,0.4088792475315122,0.15386708822743983,22.380886050057644,0.014029733515472032,0.0025944572407752275,blues
0.07917482356921887,1817.15086312572,3943.490565182715,-5.115920559325899,0.2739503977573877,0.1759276762138021,21.16195009433464,0.003102562778056566,0.00270827510394156,blues
0.06295882576856149,1409.9552556449523,2765.9008052675463,-3.681022599797746,0.3039933061525345,0.09565865903360762,21.094673943145814,0.0037870251510282843,0.0012445971369743347,blues
0.043930584759280744,1352.6596654421635,2880.7778626196346,-6.606261091399538,0.3671520524907549,0.12311641710738278,20.806443641033542,0.02951458623659218,0.00328078493475914,blues
0.06909500676720805,1360.641197239507,2738.6387375833815,-2.99047379084935,0.2693911165685921,0.12843218171662255,22.135715777506615,0.0022597372506617864,0.0007674354710616171,blues
0.0514017032820959,1324.2932181481008,2710.269200442285,-1.472875001712728,0.26471282814949154,0.15643330897372051,21.419758234197882,-0.022194273932860942,0.0011908821761608124,blues
0.045036675850734724,1171.8482269140325,2344.2463815073957,-3.6044416827301062,0.3290363130220572,0.16197685692601682,21.62806215006197,-0.011678436012008115,0.00047074249596334994,blues
0.06370125495456304,1420.3651651340235,2929.964494815835,-3.6778888394698086,0.2696904156415463,0.16737089357921267,21.367670901059086,0.006117573514337784,0.0011032507754862309,blues
0.06134406117072699,1454.963940975344,3009.460817412268,-2.4233968418513396,0.3041855388754564,0.1740983857995614,21.065897048310305,0.006714114333539645,0.001300859497860074,blues
0.048326248912412995,1088.8442297527454,2134.9929420134863,-1.529993710213712,0.3021240051341857,0.15106289916811205,21.723377893894558,0.008162864059545865,0.0004600378160830587,blues
0.056141769987432324,1537.5876985238351,3495.51500643489,-2.1511664694423183,0.26993230369950993,0.16536645783266438,21.723589550557097,0.014658970438776354,0.0014776174211874604,blues
0.05888603900812065,1195.4703757774462,2235.264725474913,-3.2136510041969912,0.2573248051883422,0.15525655415141704,21.486266356019396,0.0072496792159260455,0.0006415893440134823,blues
0.05258634232405259,1390.3015575567933,3006.1717163935614,-2.7552714913435787,0.3026116045774677,0.16788726936640672,20.078770330332667,0.015288096096596222,0.0016522411024197936,blues
0.047907452387857694,1046.5500105240203,1830.330592463022,-0.915056154094915,0.32110037268889363,0.15242026853852592,22.154408106731996,-0.013905322306154015,0.00039645700599066913,blues
0.05856995903422274,1155.7812208677876,2169.033055847593,-0.30504289811025836,0.30653679516721494,0.14131288057384606,22.29029712417633,-0.0030792581372596642,0.00042173670954070985,blues
0.052467009860788866,1209.9878628924062,2521.741260785238,-2.4085509370383473,0.2808226672710273,0.16293965996002147,21.832939923441973,0.008674615024742984,0.0005482897977344692,blues
0.04727604770881671,1120.019466933193,2323.820647839327,-3.278882637436697,0.26311221470862683,0.15217469761843505,21.7259650407811,0.002877694309274142,0.0003224234387744218,blues
0.051697390999613305,1109.3527843880802,2243.3417583562937,-1.0784872333317828,0.2909597558829088,0.14905041834956045,21.030231400439217,-0.017101625065151154,0.0003999181790277362,blues
0.05197268646075019,1198.459084542923,2477.275945747535,-2.9797382847741245,0.27837844955458596,0.12345011812446106,21.974294641198263,0.00878530947238439,0.0004546165291685611,blues
0.07241441294470224,1391.8419520071109,2811.698414388776,-3.6089947999444423,0.2887073098583926,0.17931249019880277,23.025399134062422,0.0048407016966698115,0.00045088143087923527,blues
0.04801998743232792,1115.728201941125,2290.6465251595127,-4.027887879901812,0.27615546208563235,0.1543172461525797,21.407568386525273,-0.007678913882904359,0.00037265513674356043,blues
0.05289486961040216,1648.8351694525152,3759.8921136347158,-8.61728889029622,0.2803565281479937,0.1649090188972293,26.455322190277556,-0.010980578447877188,0.0014890776947140694,blues
0.039366118039443156,1379.189381936241,3016.513649216937,-8.799887000952909,0.2631938520900637,0.19082760934772858,26.843687726529605,0.007943209062774282,0.0006982599734328687,blues
