Zero crossing,Centroid,Rolloff,Chroma Freq,Tempo,Contrast,Tonal,Flatness,MFCC 1,MFCC 2,MFCC 3,MFCC 4,MFCC 5,MFCC 6,MFCC 7,MFCC 8,MFCC 9,MFCC 10,MFCC 11,MFCC 12,MFCC 13,MFCC 14,MFCC 15,MFCC 16,MFCC 17,MFCC 18,MFCC 19,MFCC 20,Genre
0.08304482066898686,1784.165849538755,3805.8396058403423,0.35008812970487335,0.1522905701561464,20.526698693370026,0.001626518606774716,0.004498349502682686,-113.57065006014841,121.57179828375645,-19.168141830786567,42.36641931081864,-6.364662969610004,18.62349792464524,-13.704889705913923,15.343149555432882,-12.27410844121361,10.976570552258794,-8.326572193800242,8.803791231568432,-3.672299421905254,5.7479945471953755,-5.162881230931701,0.7527385539353071,-1.6902141675534033,-0.4089800418536765,-2.3035220174566478,1.2212897403748306,blues
0.05603980870552978,1530.1766787460797,3550.5220984084976,0.34091356207414925,0.11788044945951888,20.676128259217815,0.014086461260321731,0.0022976724430918694,-207.50168497354258,123.99125853319526,8.955128383921155,35.877646812151795,2.907320722029342,21.510467109337494,-8.56043652536767,23.370685838857977,-10.099660518310978,11.900496750354979,-5.555638114803581,5.376326519848111,-2.2317600111402816,4.22013993887642,-6.012148723698204,0.9279965300378322,-0.731124374552228,0.2950722585672613,-0.28351794629542165,0.5312158716829943,blues
0.07629120746326373,1552.8118647610042,3042.2602323810906,0.36363718498546493,0.13488490082402183,22.197516533033788,0.015279348059335694,0.0026309359818696976,-90.7225949891997,140.44630573672646,-29.093890216793355,31.684336333429865,-13.98450336918607,25.76474346356883,-13.664875046922871,11.639933080631735,-11.78364223397029,9.718760448227899,-13.133803328316953,5.791198929619147,-8.90762802454291,-1.0770001766779114,-9.229273727752364,2.451688659746813,-7.729093449326006,-1.8164077951923034,-3.439720470372284,-2.2312588412782772,blues
0.03330886262567672,1070.106614997128,2184.7457991951856,0.40478471515267794,0.11222121578721028,21.426268151556844,0.006378115070972007,0.0009540272294543684,-199.5441999686475,150.0909082667384,5.662679297795784,26.859079305106015,1.771400202915862,14.23402961585204,-4.8320058888190625,9.286494752028094,-0.7591858678157752,8.137605793702804,-3.200652415434923,6.079318742919623,-2.4801733348849706,-1.0793049337991072,-2.8707882654720294,0.7808726713352744,-3.319596579542284,0.636964472590916,-0.6191210302278948,-3.4074488691019518,blues
0.10146053871809745,1835.0042655120715,3579.757626703886,0.30852601633827786,0.1341749871053603,21.466338127703896,-0.036940762042772114,0.0032377862371504307,-160.33771108012152,126.21963120678241,-35.58780914730915,22.148070831507948,-32.478601678414535,10.852292927035052,-23.352330009854263,0.4984323649895545,-11.793435806615967,1.2072541818959477,-13.088416639982775,-2.8138681760703403,-6.933384363522426,-7.552726154214289,-9.164665258135312,-4.5205765730176095,-5.454033920828624,-0.9168745191807047,-4.404826463110631,-11.703234428055584,blues
0.09404153373936582,1831.993939606849,3481.5175917198376,0.30245625877160953,0.11024995073969024,22.54583103280072,-0.0034777332378418836,0.003060848219320178,-177.7742346971013,118.20548523013416,-17.565878698296196,30.76239999286655,-21.747839043066435,11.920993447477107,-20.730993979938468,3.1865775491615143,-8.586038605307701,-0.9328524022726004,-11.772434061991524,-2.405832807002155,-9.343664748782704,-9.93621042461364,-3.903994734272397,-5.576590563507874,-1.8382630367969501,-2.783800193290172,-3.047909141273746,-8.10999112054562,blues
0.07305223740815932,1459.3664716957649,2795.610963330191,0.2913279850070233,0.10605380398300822,23.429540221028684,-0.014198339808104133,0.0009689303115010262,-190.0523731651732,130.2890830837734,-36.36953513430705,33.02903372178423,11.108782546151273,-0.6055834664083887,-20.871856586104137,0.2730248419269178,-6.486139518390141,-5.516767237506915,-7.839751157558166,-3.1285920056965457,-6.596197265633259,-9.950378900340022,-6.535176922173873,-10.068053183734841,-10.913175633817625,-6.971337068772419,-3.436504660598964,-6.483466094745958,blues
0.061442246108855375,1451.6670658428202,2954.836759987674,0.30795480280244225,0.1268434681919048,22.442509342348426,-0.028314794369765296,0.001436207676306367,-179.34714912617545,136.46901325981793,-26.673134609040606,39.98424445126521,5.304418544036784,10.928610275809586,-20.56482721690263,8.511155695778841,-11.3572490886574,-3.468347023140097,-8.41993697101473,-6.949715895817189,-3.5391385848655954,-8.041617638418758,-8.960675042037218,-8.426084004573248,-10.568936462270296,-10.784515567867622,-4.69067737700441,-8.630722490027935,blues
0.06402488761600927,1719.3689480431453,3782.316288428074,0.4088792475315122,0.15386708822743983,22.380886050057644,0.014029733515472032,0.0025944572407752275,-121.36393978375389,122.50668277611378,-14.738196486513926,46.131067582439826,-8.181879740271722,20.182963511589794,-19.173378988374445,23.039139806242826,-11.838224375787474,21.15999922750906,-6.718366172387855,6.992542295554632,-12.730597884510779,5.061325371908125,-5.183214745325095,-1.4525600176884206,-7.041825170461078,2.6952478619457314,3.4123054719551744,-2.7156923750753346,blues
0.07917482356921887,1817.15086312572,3943.490565182715,0.2739503977573877,0.1759276762138021,21.16195009433464,0.003102562778056566,0.00270827510394156,-213.24000203861286,115.16559725764499,-11.693429172894467,39.01427356313461,-20.341277837561673,13.077604467544164,-9.17351768159611,9.01144550554768,-14.100631782124099,4.265940073517507,-6.046165779866518,3.782205422855537,0.2218003539158752,-5.109400413856066,-0.41022954871473005,-1.1799219895041178,-1.9168040839622233,-2.2926615060577764,2.881967415688219,-4.23520341161592,blues
